id,first name,email,phone,is_valid
270,pakshal,pakshal.rohit.jindal.658@yahoo,3316277000.0,0
271,rohan,rohan.rohit.bhatt.1825@yahoo.com,4585531525.0,1
272,pulkit,,1986399651.0,0
273,raghav,raghav.arun.bhatra.264@gmail.com,1067198189.0,1
274,sujal,sujal.aditya.singh.3658@hotmail.com,1209063208.0,1
275,pulkit,pulkit.arun.shetty.463@outlook.com,9561946187.0,1
276,raghav,,6244338653.0,0
277,rohan,rohan.aditya.bhatt.3500@yahoo.com,7682327733.0,1
278,vrishab,vrishab.ramesh.jindal.4297@yahoo.com,7083067988.0,1
279,,pulkit.arun.ambani.1975@hotmail.com,4647891535.0,0
280,sujal,sujal.aditya.jindal.3413@yahoo.com,5870891270.0,1
281,madhav,madhav.jayant.bhatra.3685@outlook.com,8933377472.0,1
282,vrishab,vrishab.arun.singh.2200@hotmail.com,1312606333.0,1
283,,madhav.jayant.reddy.126@outlook.com,4184611760.0,0
284,vrishab,vrishab.arun.jindal.1961@hotmail.com,,0
285,rohan,rohan.ramesh.iyengar.2527@gmail.com,,0
286,pakshal,,4927019611.0,0
287,sujal,,5364631241.0,0
288,madhav,,6350369667.0,0
289,vrishab,vrishab.ramesh.ambani.3776@iitm.ac.in,8709361138.0,1
290,vrishab,vrishab.aditya.ambani.1508@gmail.com,9842186844.0,1
291,pakshal,pakshal.ramesh.singh.53@gmail.com,2771211118.0,1
292,vrishab,vrishab.arun.singh.1792hotmail@com,7467073633.0,0
293,vrishab,vrishab.ramesh.ambani.3997gmail.,1067567428.0,0
294,rohan,rohan.ramesh.reddy.4389@outlook.com,9493209128.0,1
295,pakshal,pakshal.ramesh.jindal.1469@outlook.com,1639509845.0,1
296,rohan,rohan.jayant.iyengar.2190@yahoo.com,8709192840.0,1
297,pulkit,pulkit.rohit.shetty.1851@gmail.com,9936181631.0,1
298,pulkit,pulkit.rohit.jindal.4528@iitm.ac.in,3044426338.0,1
299,sujal,sujal.rohit.jindal.2714@outlook.com,1182758417.0,1
