id,first name,email,phone,is_valid
80,rohan,rohan.ramesh.reddy.4554@gmail.com,9633533290.0,1
81,madhav,madhav.ramesh.jindal.4003gmail.,8352307139.0,0
82,raghav,,7792729530.0,0
83,vrishab,,8313706299.0,0
84,madhav,madhav.kumar.shetty.2585@hotmail.com,1795212538.0,1
85,,raghav.ramesh.reddy.824@yahoo.com,4576111591.0,0
86,madhav,madhav.jayant.singh.4376@gmail.com,5838636972.0,1
87,rohan,rohan.jayant.bhatt.4022@hotmail.com,,0
88,pulkit,pulkit.jayant.bhatt.421@gmail.com,8996039244.0,1
89,pulkit,pulkit.rohit.bhatra.4727@outlook.com,1230249217.0,1
90,raghav,raghav.kumar.shetty.971@hotmail.com,,0
91,raghav,raghav.aditya.jindal.2502@iitm.ac.in,9848621776.0,1
92,vrishab,vrishab.arun.reddy.666@outlook.com,1674555072.0,1
93,sujal,sujal.arun.singh.3347@yahoo,7845366946.0,0
94,raghav,raghav.ramesh.reddy.3720@yahoo.com,9895649328.0,1
95,pakshal,pakshal.ramesh.shetty.3483@iitm.ac.in,1610900200.0,1
96,pakshal,pakshal.jayant.reddy.3598@yahoo.com,,0
97,rohan,rohan.aditya.ambani.3587@hotmail.com,9935429720.0,1
98,vrishab,vrishab.jayant.reddy.212@yahoo.com,1392245997.0,1
99,rohan,rohan.kumar.bhatt.3855@gmail.com,,0
