id,first name,email,phone,is_valid
546,pulkit,pulkit.arun.bhatra.136hotmail@com,1413599241.0,0
547,rohan,rohan.kumar.bhatra.3951@hotmail.com,3832069709.0,1
548,rohan,rohan.rohit.iyengar.356@yahoo.com,,0
549,,rohan.ramesh.bhatra.3486@gmail.com,5869990861.0,0
550,raghav,raghav.aditya.jindal.2112@outlook.com,1811839103.0,1
551,rohan,rohan.kumar.singh.3073@yahoo.com,,0
552,sujal,,6384311581.0,0
553,raghav,raghav.ramesh.jindal.1669@yahoo.com,,0
554,raghav,raghav.aditya.iyengar.3262@iitm.ac.in,4160161496.0,1
555,pulkit,pulkit.ramesh.bhatt.822@hotmail.com,4035639663.0,1
556,vrishab,vrishab.kumar.bhatra.1191@gmail.com,7873001834.0,1
557,raghav,raghav.arun.iyengar.656@outlook.com,,0
558,vrishab,vrishab.aditya.reddy.4895@iitm.ac.in,7418263314.0,1
559,pakshal,pakshal.ramesh.reddy.1596@gmail.com,5449848690.0,1
560,madhav,madhav.kumar.reddy.3273@outlook.com,6992094064.0,1
561,sujal,,7655449762.0,0
562,madhav,madhav.aditya.shetty.3726@yahoo.com,9288057824.0,1
563,madhav,,9900829971.0,0
564,pakshal,pakshal.aditya.reddy.4407@outlook.com,,0
565,pulkit,pulkit.arun.iyengar.3759@hotmail.com,8222394132.0,1
566,sujal,sujal.jayant.bhatra.3135@yahoo.com,5270048042.0,1
567,pulkit,pulkit.jayant.singh.2158@hotmail.com,6361225622.0,1
568,vrishab,,6061557739.0,0
569,rohan,rohan.jayant.bhatt.1558@yahoo.com,1857561275.0,1
570,madhav,madhav.arun.shetty.2046@gmail.com,2529125930.0,1
571,sujal,sujal.ramesh.ambani.55@outlook.com,,0
572,pakshal,pakshal.jayant.ambani.1499@outlook.com,6498703287.0,1
573,madhav,madhav.kumar.jindal.3919@iitm.ac.in,,0
574,pulkit,pulkit.kumar.ambani.2586@iitm.ac.in,3960136787.0,1
575,pulkit,pulkit.aditya.bhatra.2666@outlook.com,8996550604.0,1
576,raghav,raghav.arun.reddy.3862@hotmail.com,6768555384.0,1
577,,pulkit.arun.jindal.3050@outlook.com,7015499403.0,0
578,madhav,madhav.aditya.shetty.819@outlook.com,8390846127.0,1
579,pulkit,pulkit.rohit.shetty.1195@yahoo,4172013806.0,0
580,pulkit,pulkit.rohit.bhatt.4236@out@look.com,7384985150.0,0
581,sujal,sujal.ramesh.bhatt.492@hotmail.com,6387133174.0,1
582,vrishab,vrishab.jayant.reddy.2958@out@look.com,8773959039.0,0
583,sujal,,8646369354.0,0
584,pulkit,pulkit.ramesh.ambani.643@iitm.ac.in,6525576685.0,1
585,vrishab,vrishab.jayant.jindal.4683@iitm.ac.in,4895849088.0,1
586,raghav,raghav.arun.iyengar.2596@yahoo.com,,0
587,pulkit,pulkit.jayant.ambani.3392@iitm.ac.in,1718625803.0,1
588,vrishab,vrishab.arun.reddy.656gmail.,1904397668.0,0
589,sujal,sujal.rohit.singh.216@gmail.com,8606102365.0,1
590,,raghav.aditya.bhatt.691@iitm.ac.in,9098037639.0,0
591,vrishab,vrishab.jayant.ambani.1036@gmail.com,4601406440.0,1
592,,vrishab.jayant.iyengar.3901@outlook.com,9310149998.0,0
593,madhav,madhav.aditya.ambani.4621@outlook.com,,0
594,,madhav.kumar.ambani.2523@yahoo.com,6865994703.0,0
595,sujal,sujal.kumar.bhatt.2818@hotmail.com,6526601778.0,1
596,,pakshal.rohit.reddy.75@gmail.com,8584350472.0,0
597,rohan,rohan.jayant.shetty.3373@iitm.ac.in,7172324849.0,1
598,vrishab,vrishab.ramesh.jindal.3100@hotmail.com,6242404559.0,1
599,vrishab,vrishab.arun.reddy.2333@gmail.com,6449549092.0,1
