id,first name,email,phone,is_valid
739,,vrishab.aditya.shetty.3112@outlook.com,6970307272.0,0
740,pakshal,pakshal.rohit.singh.2366gmail.,7222637202.0,0
741,rohan,,6465734977.0,0
742,raghav,raghav.ramesh.jindal.3778@outlook.com,4217320974.0,1
743,raghav,raghav.ramesh.bhatt.2567@gmail.com,3351978047.0,1
744,sujal,sujal.rohit.bhatra.4303@yahoo.com,7210274473.0,1
745,raghav,raghav.arun.singh.195@outlook.com,3660290823.0,1
746,,vrishab.arun.bhatra.983@gmail.com,3597105677.0,0
747,vrishab,,5020871331.0,0
748,vrishab,vrishab.ramesh.iyengar.2109@hotmail.com,5612782269.0,1
749,pulkit,pulkit.jayant.singh.2116@out@look.com,2136726892.0,0
750,madhav,madhav.aditya.jindal.1462@iitm.ac.in,8067296442.0,1
751,rohan,rohan.rohit.shetty.871gmail.,9214594061.0,0
752,sujal,sujal.kumar.reddy.3653@gmail.com,3137611159.0,1
753,vrishab,vrishab.rohit.reddy.1242hotmail@com,8301681475.0,0
754,vrishab,vrishab.rohit.ambani.3573@gmail.com,9891010459.0,1
755,pulkit,pulkit.ramesh.ambani.993@gmail.com,,0
756,vrishab,vrishab.ramesh.bhatra.2993@hotmail.com,9422110981.0,1
757,,pakshal.jayant.shetty.1447@yahoo.com,3381454037.0,0
758,,vrishab.rohit.bhatra.2944@iitm.ac.in,3089516830.0,0
759,sujal,sujal.arun.singh.4858hotmail@com,6319253135.0,0
760,vrishab,vrishab.jayant.ambani.4375@gmail.com,8781527616.0,1
761,raghav,raghav.kumar.iyengar.351@outlook.com,2741642976.0,1
762,pulkit,pulkit.ramesh.bhatt.4747@hotmail.com,1309381429.0,1
763,vrishab,vrishab.kumar.ambani.376@iitm.ac.in,3786516452.0,1
764,vrishab,vrishab.kumar.reddy.798@gmail.com,3538508163.0,1
765,pulkit,,4455101626.0,0
766,raghav,raghav.kumar.bhatt.2635@outlook.com,4406345733.0,1
767,,madhav.jayant.bhatra.990@yahoo.com,2176363031.0,0
768,rohan,rohan.arun.ambani.1996@outlook.com,1174800445.0,1
769,pulkit,pulkit.arun.singh.3990@iitm.ac.in,1346700963.0,1
770,sujal,sujal.ramesh.reddy.3410@yahoo.com,1544998804.0,1
771,rohan,rohan.rohit.jindal.1960@outlook.com,5029064216.0,1
772,madhav,madhav.ramesh.ambani.722@gmail.com,,0
773,,rohan.arun.shetty.963@hotmail.com,5195287460.0,0
774,pakshal,pakshal.ramesh.shetty.2265@iitm.ac.in,1227929714.0,1
775,vrishab,vrishab.rohit.ambani.1445@yahoo.com,4962850544.0,1
776,raghav,raghav.arun.jindal.2060@gmail.com,8552304952.0,1
777,vrishab,vrishab.kumar.bhatt.1295gmail.,4373662535.0,0
778,,madhav.ramesh.ambani.4856@yahoo.com,7785025154.0,0
779,,madhav.kumar.iyengar.1866@hotmail.com,1421182269.0,0
780,,madhav.kumar.ambani.4794@iitm.ac.in,3080515301.0,0
781,,rohan.rohit.bhatt.3174@yahoo.com,2604106208.0,0
782,raghav,raghav.arun.iyengar.1043@yahoo.com,9727779832.0,1
783,,madhav.kumar.ambani.3757@yahoo.com,2796257670.0,0
784,rohan,rohan.arun.bhatt.4736@hotmail.com,4672214312.0,1
785,pakshal,,7835787787.0,0
786,vrishab,vrishab.rohit.shetty.2031@outlook.com,6700692683.0,1
787,madhav,madhav.aditya.singh.3423@hotmail.com,5209858423.0,1
788,vrishab,vrishab.aditya.singh.3488@out@look.com,7576117754.0,0
789,,pulkit.arun.bhatra.4576@iitm.ac.in,4234448365.0,0
790,,raghav.jayant.shetty.744@hotmail.com,5363386823.0,0
791,pakshal,pakshal.aditya.singh.3727@yahoo.com,8314908641.0,1
792,vrishab,vrishab.rohit.singh.580@yahoo.com,8261718697.0,1
793,pulkit,pulkit.jayant.shetty.664gmail.,5003954344.0,0
794,pulkit,pulkit.jayant.ambani.335@outlook.com,6865083405.0,1
795,vrishab,vrishab.kumar.shetty.1134@outlook.com,9509410913.0,1
796,sujal,sujal.ramesh.ambani.4753@yahoo.com,4018690355.0,1
797,raghav,,1233903914.0,0
798,pulkit,pulkit.aditya.bhatra.3852@yahoo,6550233140.0,0
799,pulkit,pulkit.kumar.bhatra.3201gmail.,4856648111.0,0
