id,first name,email,phone,is_valid
673,vrishab,vrishab.jayant.bhatra.4292@hotmail.com,8332707996.0,1
674,rohan,rohan.rohit.singh.1400@iitm.ac.in,9213063154.0,1
675,pakshal,pakshal.arun.bhatt.421@yahoo.com,,0
676,vrishab,vrishab.arun.bhatra.1078@outlook.com,5125032122.0,1
677,,pakshal.jayant.singh.3758@iitm.ac.in,4467990956.0,0
678,rohan,rohan.ramesh.ambani.3718@outlook.com,7056554007.0,1
679,rohan,rohan.kumar.shetty.4484@iitm.ac.in,1891796718.0,1
680,sujal,,9729229346.0,0
681,sujal,,3414532686.0,0
682,sujal,sujal.jayant.iyengar.3020@hotmail.com,9149828351.0,1
683,pakshal,pakshal.aditya.bhatra.2399@yahoo.com,3022142957.0,1
684,raghav,raghav.aditya.jindal.4298@hotmail.com,1249900899.0,1
685,,vrishab.ramesh.reddy.3499@outlook.com,6654275321.0,0
686,rohan,rohan.rohit.ambani.4035@yahoo.com,4470249239.0,1
687,madhav,madhav.kumar.bhatra.197@outlook.com,4421940259.0,1
688,pulkit,pulkit.rohit.singh.2735@yahoo.com,1911984483.0,1
689,raghav,,1026333597.0,0
690,vrishab,vrishab.aditya.singh.1439@hotmail.com,,0
691,pakshal,pakshal.kumar.bhatt.3945@gmail.com,,0
692,pakshal,pakshal.aditya.reddy.4629@outlook.com,3301610601.0,1
693,vrishab,vrishab.jayant.iyengar.543@iitm,5164457378.0,0
694,pulkit,pulkit.ramesh.bhatt.4678@outlook.com,7896382125.0,1
695,sujal,sujal.jayant.iyengar.260@hotmail.com,6461039810.0,1
696,madhav,madhav.jayant.ambani.2480@yahoo.com,2298447203.0,1
697,pakshal,pakshal.kumar.shetty.759@yahoo.com,3147716902.0,1
698,pulkit,pulkit.ramesh.reddy.2682@iitm.ac.in,4744348135.0,1
699,vrishab,vrishab.kumar.ambani.3176@yahoo.com,3243454164.0,1
